id,fdc_id,nutrient_id,amount
2248893,328841,1125,0
2248950,328841,1316,0.049
2248929,328841,1311,0.009
2248939,328841,1253,12
2248967,328841,1334,0
2248909,328841,1267,0.003
2248938,328841,1300,0.01
2248954,328841,1165,0.02
2248975,328841,2018,0.007
2248918,328841,1109,0.08
2248885,328841,1130,0
2248910,328841,1271,0.003
2248944,328841,1264,0.201
2248903,328841,1008,84
2248924,328841,1321,0
2248905,328841,1260,0.035
2248906,328841,1262,0.061
2248955,328841,1166,0.234
2248963,328841,1098,0.03
2248957,328841,1178,0.42
2248889,328841,1301,0
2248979,328841,2024,0.001
2248970,328841,1330,0.013
2248936,328841,1278,0.001
2248971,328841,2009,0.019
2248972,328841,2010,0.004
2248891,328841,1313,0
2248913,328841,1175,0.057
2248914,328841,1087,103
2248965,328841,1335,0
2248926,328841,1304,0.051
2248946,328841,1404,0.007
2248921,328841,1293,0.072
2248922,328841,1299,0.022
2248895,328841,1128,0
2248942,328841,1261,0.026
2248935,328841,1273,0.001
2248894,328841,1126,0
2248940,328841,1257,0.069
2248931,328841,1062,352
2248989,328847,1092,147
2248983,328847,1101,0.036
2248986,328847,1089,0.22
2248991,328847,1095,3.8
2248985,328847,1090,30.5
2248988,328847,1087,743
2248987,328847,1098,0.038
2248990,328847,1091,571
2248984,328847,1093,677
2249023,328848,1405,0
2248993,328848,1260,0.357
2249005,328848,1323,0.038
2249025,328848,1334,0
2249030,328848,1280,0.012
2249002,328848,1303,0.062
2249024,328848,1271,0.032
2249021,328848,1305,0
2248992,328848,1259,0.409
2248995,328848,1262,0.545
2249008,328848,1315,4.07
2249028,328848,1312,0
2249000,328848,1333,0
2249001,328848,1265,5.44
2248998,328848,1264,1.97
2249027,328848,1278,0.006
2249009,328848,1306,0.137
2249006,328848,1266,2.04
2249020,328848,1406,0.021
2249017,328848,1313,0.004
2249032,328848,1277,0.036
2249019,328848,1273,0.007
2249014,328848,1404,0.076
2249007,328848,1304,0.486
2249011,328848,1267,0.029
2249026,328848,1301,0.004
2249012,328848,1409,0.002
2249018,328848,1414,0
2248994,328848,1261,0.226
2249004,328848,1300,0.122
2248999,328848,1299,0.203
2248996,328848,1335,0
2249031,328848,1272,0
2249010,328848,1316,0.471
2248997,328848,1263,0.628
2249013,328848,1321,0
2249015,328848,1311,0.099
2249003,328848,1314,0.255
2249016,328848,1276,0
2249022,328848,1317,0
2249029,328848,1411,0.005
2249036,328849,1051,46.3
2249033,328849,1002,3.75
2249035,328849,1004,20.9
2249034,328849,1007,3
2249039,328854,1090,33.7
2249045,328854,1095,3.94
2249043,328854,1092,110
2249041,328854,1098,0.04
2249038,328854,1093,549
2249037,328854,1101,0.034
2249042,328854,1087,862
2249040,328854,1089,0.19
2249044,328854,1091,535
2249067,328855,1321,0
2249076,328855,1317,0.001
2249078,328855,1271,0.03
2249086,328855,1277,0.038
2249054,328855,1333,0
2249049,328855,1262,0.583
2249048,328855,1261,0.238
2249060,328855,1266,1.97
2249064,328855,1316,0.469
2249063,328855,1306,0.156
2249059,328855,1323,0.043
2249050,328855,1335,0
2249058,328855,1300,0.134
2249066,328855,1409,0.002
2249073,328855,1273,0.008
2249082,328855,1312,0
2249065,328855,1267,0.03
2249081,328855,1278,0.008
2249057,328855,1314,0.3
2249085,328855,1272,0.001
2249070,328855,1276,0
2249046,328855,1259,0.428
2249075,328855,1305,0
2249080,328855,1301,0.005
2249068,328855,1404,0.101
2249077,328855,1405,0.003
2249079,328855,1334,0
2249072,328855,1414,0
2249062,328855,1315,4.13
2249055,328855,1265,5.89
2249071,328855,1313,0.004
2249084,328855,1280,0.015
2249061,328855,1304,0.473
2249052,328855,1264,2.12
2249047,328855,1260,0.375
2249069,328855,1311,0.109
2249083,328855,1411,0.004
2249053,328855,1299,0.219
2249074,328855,1406,0.02
2249056,328855,1303,0.064
2249051,328855,1263,0.673
2249090,328856,1004,21.5
2249088,328856,1002,3.86
2249087,328856,1051,43.3
2249089,328856,1007,3.84
2249098,328866,1091,518
2249099,328866,1095,3.61
2249096,328866,1087,679
2249097,328866,1092,125
2249095,328866,1098,0.031
2249091,328866,1101,0.034
2249094,328866,1089,0.32
2249092,328866,1093,751
2249093,328866,1090,26.8
2249112,328867,1300,0.118
2249110,328867,1303,0.062
2249108,328867,1333,0
2249116,328867,1315,3.94
2249121,328867,1321,0
2249111,328867,1314,0.251
2249126,328867,1414,0
2249105,328867,1263,0.602
2249115,328867,1304,0.467
2249128,328867,1406,0.021
2249135,328867,1278,0.006
2249132,328867,1271,0.025
2249131,328867,1405,0
2249114,328867,1266,1.98
2249129,328867,1305,0
2249140,328867,1277,0.034
2249107,328867,1299,0.199
2249133,328867,1334,0
2249123,328867,1311,0.091
2249134,328867,1301,0.005
2249118,328867,1316,0.441
2249137,328867,1411,0.005
2249100,328867,1259,0.374
2249138,328867,1280,0.01
2249130,328867,1317,0
2249139,328867,1272,0
2249122,328867,1404,0.064
2249103,328867,1262,0.529
2249101,328867,1260,0.34
2249117,328867,1306,0.135
2249113,328867,1323,0.036
2249125,328867,1313,0.004
2249102,328867,1261,0.215
2249104,328867,1335,0
2249120,328867,1409,0.002
2249124,328867,1276,0
2249119,328867,1267,0.028
2249109,328867,1265,5.34
2249106,328867,1264,1.9
2249136,328867,1312,0
2249127,328867,1273,0.007
2249142,328868,1007,4
2249143,328868,1004,20.3
2249144,328868,1051,47.5
2249141,328868,1002,3.7
2249151,328878,1092,91
2249153,328878,1095,3.57
2249149,328878,1098,0.034
2249150,328878,1087,780
2249146,328878,1093,639
2249147,328878,1090,29.2
2249148,328878,1089,0.28
2249145,328878,1101,0.038
2249152,328878,1091,484
2249163,328879,1280,0.012
2249174,328879,1265,5.58
2249179,328879,1266,2.22
2249182,328879,1306,0.144
2249183,328879,1316,0.487
2249155,328879,1317,0
2249158,328879,1334,0
2249184,328879,1267,0.032
2249173,328879,1333,0
2249170,328879,1263,0.68
2249176,328879,1314,0.247
2249156,328879,1405,0
2249187,328879,1404,0.077
2249189,328879,1276,0
2249166,328879,1260,0.372
2249171,328879,1264,2.05
2249162,328879,1411,0.006
2249190,328879,1313,0.004
2249165,328879,1259,0.414
2249194,328879,1277,0.036
2249192,328879,1273,0.008
2249154,328879,1305,0
2249186,328879,1321,0
2249188,328879,1311,0.106
2249175,328879,1303,0.062
2249181,328879,1315,4.17
2249180,328879,1304,0.528
2249159,328879,1301,0.006
2249193,328879,1406,0.021
2249161,328879,1312,0
2249178,328879,1323,0.038
2249177,328879,1300,0.127
2249168,328879,1262,0.599
2249185,328879,1409,0.002
2249172,328879,1299,0.207
2249157,328879,1271,0.034
2249169,328879,1335,0
2249167,328879,1261,0.241
2249164,328879,1272,0
2249191,328879,1414,0
2249160,328879,1278,0.007
2249197,328880,1004,21.4
2249198,328880,1051,45.3
2249196,328880,1007,3.62
2249195,328880,1002,3.9
2249200,328890,1128,0
2249206,328890,1130,0
2249199,328890,1109,0.5
2249203,328890,1127,0
2249202,328890,1129,0
2249204,328890,1131,0
2249201,328890,1125,0
2249205,328890,1126,0
2249207,328891,1253,66
2249210,328892,1090,29.1
2249215,328892,1091,536
2249216,328892,1095,3.78
2249214,328892,1092,127
2249208,328892,1101,0.031
2249211,328892,1089,0.16
2249209,328892,1093,780
2249212,328892,1098,0.038
2249213,328892,1087,705
2249217,328893,1167,0.14
2249218,328894,1166,0.41
2249219,328895,1103,30.4
2249220,328896,1165,0.02
2249221,328897,1175,0.11
2249229,328898,1260,0.344
2249251,328898,1311,0.101
2249252,328898,1276,0
2249245,328898,1306,0.136
2249235,328898,1299,0.203
2249230,328898,1261,0.221
2249227,328898,1272,0
2249226,328898,1280,0.012
2249234,328898,1264,1.95
2249228,328898,1259,0.393
2249253,328898,1313,0.005
2249222,328898,1301,0.005
2249238,328898,1303,0.064
2249241,328898,1323,0.038
2249231,328898,1262,0.545
2249249,328898,1321,0
2249225,328898,1411,0.006
2249248,328898,1409,0.002
2249255,328898,1273,0.007
2249239,328898,1314,0.258
2249224,328898,1312,0
2249236,328898,1333,0
2249237,328898,1265,5.45
2249240,328898,1300,0.123
2249254,328898,1414,0
2249250,328898,1404,0.07
2249223,328898,1278,0.005
2249246,328898,1316,0.465
2249243,328898,1304,0.486
2249247,328898,1267,0.029
2249244,328898,1315,4.09
2249232,328898,1335,0
2249233,328898,1263,0.631
2249242,328898,1266,2.06
2249256,328898,1406,0.022
2249259,328898,1405,0.002
2249262,328898,1277,0.035
2249258,328898,1317,0.001
2249257,328898,1305,0
2249261,328898,1334,0
2249260,328898,1271,0.032
2249266,328899,1004,20.6
2249265,328899,1007,4.01
2249264,328899,1002,3.77
2249263,328899,1051,46.7
2249267,328900,1178,1.5
2249270,328901,1183,4
2249268,328901,1184,0
2249269,328901,1185,1.2
2249278,328911,1126,0.25
2249271,328911,1130,0
2249272,328911,1109,0.53
2249276,328911,1127,0
2249277,328911,1131,0
2249275,328911,1129,0
2249274,328911,1125,0
2249273,328911,1128,0
2249279,328912,1253,64
2249280,328913,1177,26
2249288,328914,1091,514
2249287,328914,1092,144
2249282,328914,1093,587
2249281,328914,1101,0.03
2249284,328914,1089,0.19
2249283,328914,1090,27.9
2249289,328914,1095,3.43
2249286,328914,1087,669
2249285,328914,1098,0.062
2249290,328915,1167,0.13
2249291,328916,1166,0.35
2249292,328917,1103,25.7
2249293,328918,1165,0.03
2249294,328919,1175,0.117
2249321,328920,1414,0
2249329,328920,1301,0.006
2249318,328920,1311,0.095
2249327,328920,1271,0.032
2249312,328920,1306,0.139
2249323,328920,1406,0.021
2249306,328920,1314,0.244
2249332,328920,1411,0.005
2249315,328920,1409,0.002
2249302,328920,1299,0.2
2249297,328920,1261,0.219
2249316,328920,1321,0
2249305,328920,1303,0.061
2249314,328920,1267,0.026
2249325,328920,1317,0
2249296,328920,1260,0.342
2249309,328920,1266,1.95
2249295,328920,1259,0.392
2249301,328920,1264,1.94
2249320,328920,1313,0.004
2249317,328920,1404,0.074
2249331,328920,1312,0
2249330,328920,1278,0.007
2249328,328920,1334,0
2249335,328920,1277,0.032
2249304,328920,1265,5.33
2249310,328920,1304,0.459
2249333,328920,1280,0.012
2249322,328920,1273,0.007
2249326,328920,1405,0
2249298,328920,1262,0.545
2249319,328920,1276,0
2249299,328920,1335,0
2249311,328920,1315,3.9
2249308,328920,1323,0.037
2249324,328920,1305,0
2249300,328920,1263,0.62
2249334,328920,1272,0
2249307,328920,1300,0.123
2249303,328920,1333,0
2249313,328920,1316,0.447
2249336,328921,1170,0.55
2249338,328922,1007,3.75
2249339,328922,1004,20.7
2249340,328922,1051,47.3
2249337,328922,1002,3.77
2249341,328923,1178,1.3
2249342,328931,1105,171
2249350,328932,1130,0
2249344,328932,1128,0
2249346,328932,1129,0
2249349,328932,1126,0.05
2249348,328932,1131,0
2249347,328932,1127,0
2249343,328932,1109,0.51
2249345,328932,1125,0
2249351,328933,1253,65
2249352,328934,1177,24
2249356,328935,1089,0.19
2249360,328935,1091,508
2249354,328935,1093,711
2249353,328935,1101,0.046
2249361,328935,1095,3.64
2249355,328935,1090,26.4
2249358,328935,1087,638
2249359,328935,1092,121
2249357,328935,1098,0.059
2249362,328936,1167,0.11
2249363,328937,1166,0.27
2249364,328938,1103,27.9
2249369,328939,1010,0
2249366,328939,1013,0.18
2249367,328939,1075,1.03
2249365,328939,1011,0.89
2249370,328939,1014,0
2249368,328939,1012,0
2249371,328940,1165,0.02
2249372,328941,1175,0.095
2249384,328942,1314,0.261
2249401,328942,1406,0.022
2249391,328942,1316,0.483
2249388,328942,1304,0.504
2249381,328942,1333,0
2249383,328942,1303,0.062
2249397,328942,1276,0
2249386,328942,1323,0.039
2249412,328942,1272,0
2249407,328942,1301,0.005
2249375,328942,1261,0.22
2249404,328942,1405,0
2249387,328942,1266,2
2249403,328942,1317,0
2249377,328942,1335,0
2249393,328942,1409,0.002
2249408,328942,1278,0.006
2249398,328942,1313,0.005
2249405,328942,1271,0.034
2249389,328942,1315,4.16
2249392,328942,1267,0.029
2249385,328942,1300,0.122
2249382,328942,1265,5.37
2249378,328942,1263,0.614
2249400,328942,1273,0.007
2249396,328942,1311,0.103
2249394,328942,1321,0
2249410,328942,1411,0.005
2249413,328942,1277,0.037
2249380,328942,1299,0.203
2249395,328942,1404,0.068
2249409,328942,1312,0
2249402,328942,1305,0
2249379,328942,1264,1.93
2249406,328942,1334,0
2249376,328942,1262,0.53
2249390,328942,1306,0.149
2249374,328942,1260,0.35
2249411,328942,1280,0.01
2249373,328942,1259,0.413
2249399,328942,1414,0
2249414,328943,1170,0.52
2249416,328944,1007,3.63
2249418,328944,1051,47.3
2249417,328944,1004,21.6
2249415,328944,1002,3.72
2249419,328945,1178,1.2
2249424,328955,1127,0
2249427,328955,1130,0
2249421,328955,1128,0
2249422,328955,1125,0
2249420,328955,1109,0.51
2249425,328955,1131,0
2249423,328955,1129,0
2249426,328955,1126,0.05
2249428,328956,1253,65
2249433,328957,1098,0.035
2249434,328957,1087,788
2249430,328957,1093,679
2249435,328957,1092,91
2249436,328957,1091,480
2249429,328957,1101,0.035
2249432,328957,1089,0.36
2249437,328957,1095,3.74
2249431,328957,1090,29
2249438,328958,1167,0.15
2249439,328959,1166,0.31
2249440,328960,1103,33.4
2249441,328961,1165,0.02
2249442,328962,1175,0.099
2249471,328963,1406,0.022
2249459,328963,1315,3.96
2249475,328963,1271,0.035
2249462,328963,1267,0.029
2249468,328963,1313,0.005
2249483,328963,1277,0.041
2249456,328963,1323,0.036
2249481,328963,1280,0.01
2249453,328963,1303,0.06
2249451,328963,1333,0
2249478,328963,1278,0.005
2249458,328963,1304,0.474
2249452,328963,1265,5.33
2249467,328963,1276,0
2249474,328963,1405,0.002
2249457,328963,1266,2.06
2249449,328963,1264,1.94
2249443,328963,1259,0.391
2249464,328963,1321,0
2249465,328963,1404,0.058
2249450,328963,1299,0.196
2249460,328963,1306,0.131
2249473,328963,1317,0.001
2249445,328963,1261,0.228
2249479,328963,1312,0
2249461,328963,1316,0.47
2249448,328963,1263,0.649
2249455,328963,1300,0.12
2249469,328963,1414,0
2249480,328963,1411,0.007
2249477,328963,1301,0.005
2249447,328963,1335,0
2249454,328963,1314,0.244
2249482,328963,1272,0
2249444,328963,1260,0.352
2249472,328963,1305,0
2249476,328963,1334,0
2249466,328963,1311,0.095
2249463,328963,1409,0.002
2249446,328963,1262,0.562
2249470,328963,1273,0.007
2249487,328964,1004,20.2
2249486,328964,1007,3.95
2249484,328964,1051,42.1
2249485,328964,1002,3.84
2249488,328965,1178,0.66
2249489,328966,1178,1.4
2249493,328972,1089,0.43
2249496,328972,1092,163
2249491,328972,1093,799
2249497,328972,1091,603
2249492,328972,1090,25.1
2249490,328972,1101,0.064
2249495,328972,1087,698
2249494,328972,1098,0.037
2249498,328972,1095,3.19
2249535,328973,1312,0
2249524,328973,1313,0.005
2249528,328973,1305,0
2249516,328973,1306,0.126
2249510,328973,1314,0.211
2249530,328973,1405,0.003
2249501,328973,1261,0.209
2249511,328973,1300,0.112
2249521,328973,1404,0.059
2249513,328973,1266,2.15
2249517,328973,1316,0.509
2249536,328973,1411,0.007
2249531,328973,1271,0.035
2249519,328973,1409,0.002
2249500,328973,1260,0.336
2249527,328973,1406,0.023
2249522,328973,1311,0.097
2249504,328973,1263,0.558
2249505,328973,1264,1.77
2249514,328973,1304,0.516
2249525,328973,1414,0
2249529,328973,1317,0.001
2249518,328973,1267,0.028
2249533,328973,1301,0.006
2249538,328973,1272,0
2249537,328973,1280,0.011
2249520,328973,1321,0.001
2249539,328973,1277,0.04
2249509,328973,1303,0.004
2249526,328973,1273,0.008
2249534,328973,1278,0.005
2249502,328973,1262,0.495
2249515,328973,1315,4.02
2249503,328973,1335,0
2249512,328973,1323,0.034
2249532,328973,1334,0.001
2249508,328973,1265,4.93
2249523,328973,1276,0
2249507,328973,1333,0
2249506,328973,1299,0.179
2249499,328973,1259,0.397
2249542,328974,1007,4.15
2249540,328974,1051,43.4
2249543,328974,1004,17.8
2249541,328974,1002,3.38
2249544,328984,1105,168
2249550,328985,1131,0
2249545,328985,1109,0.48
2249552,328985,1130,0
2249546,328985,1128,0
2249547,328985,1125,0
2249548,328985,1129,0
2249551,328985,1126,0
2249549,328985,1127,0
2249553,328986,1253,64
2249554,328987,1177,30
2249556,328988,1093,658
2249555,328988,1101,0.041
2249558,328988,1089,0.21
2249560,328988,1087,773
2249561,328988,1092,106
2249557,328988,1090,29.2
2249562,328988,1091,484
2249559,328988,1098,0.026
2249563,328988,1095,3.66
2249564,328989,1167,0.12
2249565,328990,1166,0.45
2249566,328991,1103,27.4
2249570,328992,1010,0
2249568,328992,1013,0.18
2249571,328992,1014,0
2249572,328992,1012,0
2249567,328992,1011,0
2249569,328992,1075,0.81
2249573,328993,1165,0.02
2249574,328994,1175,0.096
2249589,328995,1266,2.07
2249585,328995,1303,0.059
2249581,328995,1264,1.94
2249577,328995,1261,0.236
2249578,328995,1262,0.563
2249604,328995,1305,0
2249598,328995,1311,0.1
2249613,328995,1280,0.011
2249591,328995,1315,3.98
2249575,328995,1259,0.416
2249603,328995,1406,0.022
2249602,328995,1273,0.007
2249606,328995,1405,0
2249586,328995,1314,0.235
2249612,328995,1411,0.006
2249594,328995,1267,0.028
2249588,328995,1323,0.035
2249609,328995,1301,0.005
2249611,328995,1312,0
2249593,328995,1316,0.463
2249595,328995,1409,0.002
2249607,328995,1271,0.032
2249582,328995,1299,0.195
2249605,328995,1317,0
2249590,328995,1304,0.503
2249599,328995,1276,0
2249601,328995,1414,0
2249597,328995,1404,0.075
2249580,328995,1263,0.642
2249592,328995,1306,0.131
2249584,328995,1265,5.36
2249600,328995,1313,0.004
2249587,328995,1300,0.104
2249583,328995,1333,0
2249615,328995,1277,0.034
2249576,328995,1260,0.369
2249608,328995,1334,0
2249610,328995,1278,0.006
2249579,328995,1335,0
2249596,328995,1321,0
2249614,328995,1272,0
2249616,328996,1170,0.42
2249620,328997,1051,45.1
2249619,328997,1004,21.1
2249618,328997,1007,3.94
2249617,328997,1002,3.84
2249621,328998,1178,1.4
2249624,328999,1183,4.2
2249622,328999,1184,0
2249623,328999,1185,1.2
2249632,329009,1091,499
2249631,329009,1092,111
2249633,329009,1095,3.86
2249625,329009,1101,0.039
2249628,329009,1089,0.17
2249630,329009,1087,761
2249626,329009,1093,592
2249627,329009,1090,31.5
2249629,329009,1098,0.036
2249641,329010,1299,0.2
2249636,329010,1261,0.217
2249669,329010,1278,0.007
2249660,329010,1414,0
2249670,329010,1312,0
2249646,329010,1300,0.114
2249651,329010,1306,0.139
2249638,329010,1335,0
2249644,329010,1303,0.059
2249667,329010,1334,0
2249635,329010,1260,0.34
2249654,329010,1409,0.002
2249661,329010,1273,0.007
2249652,329010,1316,0.418
2249650,329010,1315,3.83
2249657,329010,1311,0.09
2249656,329010,1404,0.088
2249653,329010,1267,0.028
2249664,329010,1317,0
2249668,329010,1301,0.005
2249647,329010,1323,0.039
2249666,329010,1271,0.022
2249643,329010,1265,5.28
2249634,329010,1259,0.389
2249640,329010,1264,1.92
2249655,329010,1321,0
2249639,329010,1263,0.61
2249658,329010,1276,0
2249659,329010,1313,0.004
2249649,329010,1304,0.446
2249663,329010,1305,0
2249648,329010,1266,1.84
2249665,329010,1405,0
2249671,329010,1411,0.004
2249674,329010,1277,0.035
2249637,329010,1262,0.525
2249662,329010,1406,0.018
2249645,329010,1314,0.259
2249673,329010,1272,0
2249672,329010,1280,0.012
2249642,329010,1333,0
2249677,329011,1004,19.2
2249675,329011,1002,3.66
2249678,329011,1051,45.5
2249676,329011,1007,3.81
2249686,329021,1091,507
2249679,329021,1101,0.04
2249680,329021,1093,653
2249681,329021,1090,25.4
2249682,329021,1089,0.21
2249687,329021,1095,3.62
2249683,329021,1098,0.025
2249685,329021,1092,120
2249684,329021,1087,675
2249719,329022,1276,0
2249722,329022,1273,0.008
2249700,329022,1263,0.539
2249702,329022,1299,0.192
2249715,329022,1409,0.003
2249703,329022,1333,0
2249691,329022,1312,0
2249726,329022,1405,0
2249716,329022,1321,0
2249697,329022,1261,0.2
2249705,329022,1303,0.067
2249708,329022,1323,0.034
2249711,329022,1315,4.27
2249724,329022,1305,0
2249706,329022,1314,0.222
2249728,329022,1277,0.038
2249718,329022,1311,0.1
2249698,329022,1262,0.482
2249714,329022,1267,0.03
2249710,329022,1304,0.559
2249727,329022,1271,0.035
2249701,329022,1264,1.79
2249690,329022,1278,0.006
2249699,329022,1335,0
2249693,329022,1280,0.012
2249694,329022,1272,0
2249723,329022,1406,0.024
2249725,329022,1317,0
2249689,329022,1301,0.005
2249692,329022,1411,0.007
2249707,329022,1300,0.116
2249721,329022,1414,0
2249713,329022,1316,0.5
2249712,329022,1306,0.144
2249696,329022,1260,0.326
2249688,329022,1334,0
2249695,329022,1259,0.403
2249704,329022,1265,5.3
2249709,329022,1266,2.31
2249717,329022,1404,0.069
2249720,329022,1313,0.005
2249731,329023,1004,20.5
2249732,329023,1051,44.6
2249729,329023,1002,3.91
2249730,329023,1007,3.35
2249734,329033,1093,728
2249737,329033,1087,709
2249739,329033,1091,563
2249735,329033,1089,0.21
2249740,329033,1090,29.1
2249741,329033,1095,3.59
2249736,329033,1098,0.032
2249733,329033,1101,0.038
2249738,329033,1092,151
2249749,329034,1299,0.19
2249747,329034,1263,0.579
2249745,329034,1262,0.509
2249748,329034,1264,1.86
2249751,329034,1265,5.19
2249744,329034,1261,0.214
2249746,329034,1335,0
2249742,329034,1259,0.408
2249750,329034,1333,0
2249754,329034,1300,0.119
2249743,329034,1260,0.346
2249752,329034,1303,0.063
2249753,329034,1314,0.243
2249755,329034,1323,0.038
2249759,329034,1306,0.135
2249761,329034,1267,0.03
2249760,329034,1316,0.491
2249768,329034,1313,0.005
2249762,329034,1409,0.002
2249778,329034,1278,0.005
2249776,329034,1334,0
2249772,329034,1305,0
2249765,329034,1404,0.072
2249780,329034,1411,0.005
2249756,329034,1266,2.11
2249766,329034,1311,0.103
2249777,329034,1301,0.004
2249770,329034,1273,0.007
2249775,329034,1271,0.024
2249771,329034,1406,0.021
2249763,329034,1321,0
2249779,329034,1312,0
2249769,329034,1414,0
2249774,329034,1405,0
2249757,329034,1304,0.535
2249758,329034,1315,4.12
2249767,329034,1276,0
2249764,329034,1277,0.036
2249773,329034,1317,0
2249782,329034,1272,0
2249781,329034,1280,0.011
2249785,329035,1004,19.1
2249784,329035,1007,3.93
2249783,329035,1002,3.69
2249786,329035,1051,43.9
2249792,329045,1129,0
2249791,329045,1125,0
2249794,329045,1131,0
2249789,329045,1109,0.59
2249788,329045,1130,0
2249787,329045,1126,0
2249790,329045,1128,0
2249793,329045,1127,0
2249795,329046,1253,67
2249796,329047,1177,25
2249805,329048,1095,3.43
2249801,329048,1101,0.033
2249800,329048,1090,23.8
2249799,329048,1089,0.25
2249802,329048,1091,443
2249797,329048,1087,683
2249803,329048,1092,62
2249804,329048,1093,663
2249798,329048,1098,0.027
2249806,329049,1167,0.12
2249807,329050,1166,0.38
2249808,329051,1103,26.9
2249809,329052,1165,0.01
2249810,329053,1175,0.094
2249826,329054,1266,2.28
2249848,329054,1312,0
2249816,329054,1263,0.641
2249824,329054,1300,0.116
2249814,329054,1262,0.573
2249850,329054,1280,0.011
2249849,329054,1411,0.008
2249827,329054,1304,0.518
2249845,329054,1334,0
2249835,329054,1311,0.094
2249840,329054,1406,0.025
2249836,329054,1276,0
2249821,329054,1303,0.057
2249831,329054,1267,0.029
2249822,329054,1314,0.21
2249842,329054,1317,0
2249841,329054,1305,0
2249834,329054,1404,0.059
2249817,329054,1264,1.91
2249837,329054,1313,0.005
2249846,329054,1301,0.005
2249825,329054,1323,0.032
2249832,329054,1409,0.003
2249828,329054,1315,4.04
2249815,329054,1335,0
2249843,329054,1405,0
2249812,329054,1260,0.361
2249851,329054,1277,0.039
2249830,329054,1316,0.517
2249844,329054,1271,0.034
2249818,329054,1299,0.188
2249813,329054,1261,0.233
2249823,329054,1272,0
2249839,329054,1273,0.008
2249819,329054,1333,0
2249829,329054,1306,0.126
2249847,329054,1278,0.005
2249838,329054,1414,0
2249811,329054,1259,0.41
2249820,329054,1265,5.18
2249833,329054,1321,0
2249852,329055,1170,0.38
2249856,329056,1051,47.5
2249853,329056,1002,3.85
2249855,329056,1004,20.5
2249854,329056,1007,3.51
2249857,329057,1178,1.6
2249859,329064,1128,0
2249860,329064,1125,0
2249864,329064,1126,0
2249861,329064,1129,0
2249862,329064,1127,0
2249865,329064,1130,0
2249858,329064,1109,0.44
2249863,329064,1131,0
2249866,329065,1253,63
2249875,329066,1095,3.42
2249871,329066,1098,0.033
2249869,329066,1090,26.4
2249873,329066,1092,140
2249868,329066,1093,616
2249870,329066,1089,0.17
2249867,329066,1101,0.036
2249874,329066,1091,538
2249872,329066,1087,653
2249876,329067,1167,0.09
2249877,329068,1166,0.33
2249878,329069,1103,28.8
2249879,329070,1165,0.03
2249880,329071,1175,0.109
2249919,329072,1333,0
2249908,329072,1411,0.006
2249918,329072,1299,0.184
2249915,329072,1335,0
2249910,329072,1272,0
2249885,329072,1266,2.19
2249917,329072,1264,1.74
2249914,329072,1262,0.463
2249903,329072,1271,0.032
2249881,329072,1303,0.056
2249884,329072,1323,0.034
2249909,329072,1280,0.01
2249920,329072,1265,5.03
2249901,329072,1317,0
2249900,329072,1305,0
2249902,329072,1405,0
2249906,329072,1278,0.005
2249887,329072,1315,4.14
2249897,329072,1414,0
2249895,329072,1276,0
2249913,329072,1261,0.196
2249911,329072,1259,0.399
2249890,329072,1267,0.028
2249889,329072,1316,0.491
2249891,329072,1409,0.002
2249894,329072,1311,0.1
2249899,329072,1406,0.023
2249921,329072,1277,0.033
2249907,329072,1312,0
2249893,329072,1404,0.067
2249886,329072,1304,0.558
2249882,329072,1314,0.215
2249892,329072,1321,0
2249904,329072,1334,0
2249898,329072,1273,0.007
2249883,329072,1300,0.107
2249905,329072,1301,0.004
2249888,329072,1306,0.141
2249912,329072,1260,0.324
2249896,329072,1313,0.004
2249916,329072,1263,0.521
2249924,329073,1007,3.52
2249925,329073,1004,19.4
2249923,329073,1002,3.54
2249922,329073,1051,44.2
2249926,329074,1178,0.75
2249927,329084,1166,0.32
2249928,329085,1103,24.7
2249934,329086,1012,0
2249933,329086,1014,0
2249929,329086,1011,0
2249930,329086,1013,1.6
2249932,329086,1010,0
2249931,329086,1075,0.73
2249935,329087,1165,0.03
2249936,329088,1175,0.113
2249974,329089,1411,0.005
2249940,329089,1262,0.461
2249944,329089,1299,0.187
2249973,329089,1312,0
2249947,329089,1303,0.061
2249943,329089,1264,1.74
2249967,329089,1317,0
2249964,329089,1273,0.006
2249961,329089,1276,0
2249945,329089,1333,0
2249962,329089,1313,0.004
2249948,329089,1314,0.235
2249949,329089,1300,0.112
2249968,329089,1405,0
2249965,329089,1406,0.021
2249942,329089,1263,0.53
2249959,329089,1404,0.069
2249956,329089,1267,0.023
2249971,329089,1301,0.004
2249954,329089,1306,0.139
2249957,329089,1409,0.002
2249955,329089,1316,0.451
2249952,329089,1304,0.526
2249966,329089,1305,0
2249946,329089,1265,5
2249941,329089,1335,0
2249963,329089,1414,0
2249950,329089,1323,0.037
2249972,329089,1278,0.005
2249938,329089,1260,0.318
2249939,329089,1261,0.196
2249958,329089,1321,0
2249969,329089,1271,0.032
2249960,329089,1311,0.096
2249976,329089,1272,0
2249977,329089,1277,0.032
2249951,329089,1266,1.94
2249937,329089,1259,0.372
2249975,329089,1280,0.01
2249953,329089,1315,3.91
2249970,329089,1334,0
2249978,329090,1170,0.53
2249982,329091,1051,45.8
2249980,329091,1007,3.74
2249979,329091,1002,3.77
2249981,329091,1004,21.1
2249983,329092,1178,1.4
2249984,329093,1105,264
2249986,329094,1128,0
2249987,329094,1125,0
