id,fdc_id,nutrient_id,amount
2202085,319944,1303,0
2202073,319944,1313,0.003
2202057,319944,1316,8.44
2202075,319944,1260,0
2202063,319944,1273,0.041
2202084,319944,2019,0
2202064,319944,1314,0.016
2202081,319944,1406,0
2202071,319944,1299,0.004
2202052,319944,2012,0.047
2202072,319944,1311,0.003
2202076,319944,1261,0
2202093,319944,1278,0
2202061,319944,1404,0.73
2202055,319944,1321,0.014
2202058,319944,1315,5
2202060,319944,1266,0.751
2202089,319944,1280,0
2202056,319944,1263,0
2202083,319944,1276,0
2202091,319944,1411,0
2202069,319944,1304,0.008
2202082,319944,1414,0
2202054,319944,2009,0
2202065,319944,1300,0.013
2202088,319944,1335,0
2202092,319944,1312,0
2202066,319944,1306,0.013
2202067,319944,1264,0.01
2202079,319944,1405,0
2202087,319944,1334,0
2202070,319944,1271,0.006
2202078,319944,1301,0.019
2202059,319944,1265,1.74
2202053,319944,2014,0
2202094,319945,1009,8
2202097,319946,1004,18.2
2202096,319946,1002,1.25
2202095,319946,1007,2.12
2202098,319946,1051,57.2
2202099,319947,1177,49
2202103,319948,1091,186
2202106,319948,1089,2.58
2202105,319948,1090,82
2202100,319948,1095,1.46
2202101,319948,1093,423
2202107,319948,1098,0.379
2202102,319948,1092,317
2202108,319948,1087,48
2202104,319948,1101,1.16
2202109,319949,1166,0.13
2202110,319950,1167,1.02
2202111,319951,1079,5.5
2202112,319952,1165,0.16
2202113,319953,1175,0.16
2202115,319954,1183,0
2202116,319954,1184,0
2202114,319954,1185,23.3
2202118,319955,1197,1.1
2202119,319955,1198,0.2
2202123,319955,1195,23
2202122,319955,1196,0.2
2202121,319955,1194,22.3
2202117,319955,1180,46.6
2202120,319955,1199,0
2202128,319956,1127,2.09
2202127,319956,1126,10.8
2202131,319956,1131,0
2202126,319956,1129,0
2202125,319956,1128,0
2202124,319956,1125,0.35
2202130,319956,1109,1.4
2202129,319956,1130,0
2202132,319957,1162,0
2202154,319965,1406,0
2202143,319965,1271,0.003
2202170,319965,1267,0.083
2202167,319965,1265,1.05
2202137,319965,1300,0.006
2202135,319965,2012,0.117
2202146,319965,1261,0
2202174,319965,1301,0.02
2202134,319965,2014,0.004
2202155,319965,1305,0
2202136,319965,1303,0
2202141,319965,1304,0.004
2202151,319965,2019,0
2202162,319965,1263,0
2202142,319965,1311,0.003
2202169,319965,1266,0.478
2202158,319965,1278,0
2202160,319965,1280,0
2202159,319965,1411,0
2202148,319965,1335,0
2202140,319965,1299,0.004
2202172,319965,1314,0.027
2202150,319965,1312,0.011
2202147,319965,1262,0
2202144,319965,1259,0
2202139,319965,1313,0.005
2202138,319965,1323,0.005
2202166,319965,1316,4.78
2202145,319965,1260,0
2202171,319965,1273,0.031
2202153,319965,1414,0
2202157,319965,1334,0
2202164,319965,1264,0.008
2202163,319965,1306,0.008
2202168,319965,1404,0.6
2202149,319965,1333,0
2202165,319965,1315,6.93
2202133,319965,2009,0
2202152,319965,1276,0
2202156,319965,1405,0
2202161,319965,1272,0
2202173,319965,1321,0.023
2202175,319966,1009,8.8
2202176,319967,1007,1.73
2202178,319967,1004,14.8
2202177,319967,1002,1.11
2202179,319967,1051,60.6
2202180,319968,1177,13
2202181,319969,1103,32.3
2202185,319970,1091,145
2202188,319970,1089,1.87
2202183,319970,1093,450
2202187,319970,1090,65.1
2202189,319970,1098,0.319
2202190,319970,1087,26
2202184,319970,1092,231
2202186,319970,1101,0.824
2202182,319970,1095,1.26
2202191,319971,1166,0.1
2202192,319972,1167,0.88
2202193,319973,1079,5.7
2202194,319974,1165,0.12
2202195,319975,1175,0.15
2202200,319976,1126,7.68
2202202,319976,1130,0
2202199,319976,1129,0
2202197,319976,1109,1.51
2202203,319976,1131,0
2202198,319976,1128,0
2202201,319976,1127,0.28
2202196,319976,1125,0.22
2202204,319977,1162,0
2202206,319981,1002,1.04
2202205,319981,1007,1.91
2202207,319981,1004,11.9
2202208,319981,1051,65.6
2202209,319982,1170,0.3
2202217,319983,1095,1.17
2202213,319983,1089,2.69
2202216,319983,1093,440
2202214,319983,1098,0.27
2202212,319983,1090,56.6
2202215,319983,1087,32
2202211,319983,1101,0.785
2202210,319983,1091,134
2202218,319983,1092,271
2202239,319991,1301,0.028
2202254,319991,1299,0.004
2202232,319991,1405,0
2202223,319991,1272,0
2202228,319991,1276,0
2202226,319991,1303,0
2202225,319991,1333,0
2202257,319991,1311,0
2202241,319991,1316,4.99
2202245,319991,1267,0.083
2202235,319991,1280,0
2202231,319991,1305,0
2202256,319991,1271,0.003
2202255,319991,1304,0.004
2202233,319991,1334,0
2202240,319991,1315,6.95
2202227,319991,2019,0
2202249,319991,1306,0.009
2202219,319991,2009,0
2202247,319991,1314,0.023
2202246,319991,1321,0.029
2202248,319991,1312,0.01
2202234,319991,1278,0
2202251,319991,1300,0.007
2202242,319991,1265,1.05
2202220,319991,2012,0.126
2202243,319991,1404,0.612
2202253,319991,1313,0.006
2202250,319991,1264,0.008
2202252,319991,1323,0.006
2202258,319991,1259,0
2202260,319991,1273,0.036
2202244,319991,1266,0.493
2202237,319991,1261,0
2202230,319991,1406,0
2202229,319991,1414,0
2202224,319991,1263,0
2202222,319991,1262,0
2202259,319991,1260,0
2202236,319991,1411,0
2202221,319991,2014,0
2202238,319991,1335,0
2202261,319992,1009,8
2202264,319993,1004,15.2
2202265,319993,1051,60.5
2202262,319993,1007,1.99
2202263,319993,1002,1.09
2202266,319994,1177,18
2202267,319995,1170,0.26
2202269,319996,1095,1.46
2202271,319996,1092,267
2202273,319996,1101,1.04
2202268,319996,1098,0.34
2202274,319996,1089,2.03
2202270,319996,1093,452
2202275,319996,1087,28
2202272,319996,1091,160
2202276,319996,1090,74.4
2202277,319997,1166,0.12
2202278,319998,1167,0.85
2202282,319999,1013,0
2202283,319999,1014,0
2202284,319999,1075,0
2202280,319999,1012,0
2202279,319999,1010,0
2202281,319999,1011,0
2202285,320000,1079,5.5
2202286,320001,1165,0.13
2202287,320002,1175,0.11
2202290,320003,1129,0
2202291,320003,1126,8.4
2202289,320003,1128,0
2202288,320003,1125,0.22
2202292,320003,1127,0.33
2202294,320003,1109,1.62
2202293,320003,1130,0
2202295,320003,1131,0
2202296,320004,1162,0
2202303,320011,1334,0
2202314,320011,1301,0.03
2202298,320011,2012,0.119
2202335,320011,2019,0
2202306,320011,1280,0
2202338,320011,1312,0.008
2202329,320011,1261,0
2202333,320011,1333,0
2202302,320011,1316,5.76
2202330,320011,1262,0
2202318,320011,1300,0.01
2202313,320011,1273,0.062
2202328,320011,1260,0
2202319,320011,1323,0.01
2202331,320011,1335,0
2202311,320011,1404,0.411
2202305,320011,1411,0
2202325,320011,1299,0.003
2202326,320011,1311,0.003
2202323,320011,1313,0.005
2202321,320011,1264,0.008
2202297,320011,2009,0
2202334,320011,1303,0
2202309,320011,1406,0
2202332,320011,1263,0
2202322,320011,1405,0
2202300,320011,1315,8.73
2202307,320011,1272,0
2202316,320011,1314,0.026
2202315,320011,1321,0.027
2202299,320011,2014,0.004
2202336,320011,1276,0
2202310,320011,1271,0.005
2202304,320011,1278,0
2202301,320011,1266,0.567
2202308,320011,1305,0
2202312,320011,1267,0.083
2202327,320011,1259,0
2202317,320011,1306,0.017
2202337,320011,1414,0
2202324,320011,1265,1.16
2202320,320011,1304,0.009
2202339,320012,1009,7.7
2202342,320013,1004,18.8
2202340,320013,1007,1.93
2202341,320013,1002,0.99
2202343,320013,1051,59.3
2202344,320014,1177,34
2202349,320015,1091,137
2202352,320015,1087,30
2202350,320015,1101,0.941
2202353,320015,1090,65
2202348,320015,1092,239
2202346,320015,1095,1.25
2202345,320015,1098,0.281
2202351,320015,1089,2.24
2202347,320015,1093,457
2202354,320016,1166,0.08
2202355,320017,1167,0.82
2202356,320018,1079,4.9
2202357,320019,1165,0.16
2202358,320020,1175,0.16
2202360,320021,1183,0
2202361,320021,1184,0
2202359,320021,1185,11.2
2202366,320022,1127,0.26
2202363,320022,1128,0
2202362,320022,1125,0.33
2202364,320022,1129,0
2202367,320022,1130,0
2202365,320022,1126,6.32
2202369,320022,1131,0
2202368,320022,1109,2.89
2202370,320023,1162,0
2202490,320027,1007,0.67
2202491,320027,1004,1.8
2202492,320027,1051,89.1
2202493,320027,1002,0.54
2202495,320028,1111,0
2202494,320028,1113,0
2202496,320028,1112,1.2
2202497,320029,1253,8
2202498,320030,1100,35.2
2202499,320033,1007,0.68
2202500,320033,1004,1.91
2202502,320033,1002,0.58
2202501,320033,1051,88.4
2202504,320034,1111,0
2202505,320034,1112,1.1
2202503,320034,1113,0
2202506,320035,1253,8
2202507,320036,1100,23.1
2202509,320039,1004,1.92
2202508,320039,1007,0.63
2202510,320039,1051,89
2202511,320039,1002,0.53
2202514,320040,1112,1.3
2202512,320040,1113,0
2202513,320040,1111,0
2202515,320041,1253,8
2202516,320042,1100,50.5
2202545,320045,1405,0
2202532,320045,1315,0.338
2202538,320045,1404,0.007
2202550,320045,2006,0
2202568,320045,2005,0
2202548,320045,1271,0.003
2202555,320045,1334,0
2202566,320045,2004,0
2202557,320045,1411,0.001
2202537,320045,1321,0.001
2202529,320045,1300,0.01
2202552,320045,2015,0
2202541,320045,1267,0.002
2202526,320045,1265,0.527
2202540,320045,1276,0
2202518,320045,1335,0
2202556,320045,2021,0
2202572,320045,1257,0.07
2202560,320045,2007,0
2202525,320045,1333,0
2202517,320045,1262,0.049
2202554,320045,1305,0
2202519,320045,1263,0.058
2202562,320045,1312,0
2202544,320045,1313,0
2202561,320045,1301,0
2202539,320045,2019,0
2202559,320045,1272,0
2202523,320045,1281,0.003
2202524,320045,1299,0.02
2202528,320045,1303,0.005
2202549,320045,1278,0.001
2202569,320045,1292,0.39
2202567,320045,1261,0.02
2202533,320045,1304,0.057
2202547,320045,1406,0.002
2202542,320045,2012,0.002
2202531,320045,1266,0.181
2202570,320045,1293,0.05
2202530,320045,1323,0.003
2202543,320045,2013,0
2202551,320045,1273,0.001
2202527,320045,1314,0.03
2202521,320045,1264,0.188
2202520,320045,2008,0.001
2202558,320045,1280,0.001
2202522,320045,2009,0.016
2202565,320045,1260,0.03
2202563,320045,1259,0.039
2202546,320045,1414,0
2202536,320045,1306,0.005
2202553,320045,2014,0
2202534,320045,1311,0.006
2202535,320045,1316,0.038
2202564,320045,2003,0
2202571,320045,1258,1.13
2202587,320046,1227,0.19
2202591,320046,1219,0.19
2202582,320046,1213,0.32
2202574,320046,1220,0.12
2202577,320046,1224,0.76
2202573,320046,1222,0.11
2202576,320046,1232,0.03
2202579,320046,1221,0.09
2202580,320046,1228,0
2202585,320046,1217,0.15
2202575,320046,1223,0.27
2202581,320046,1212,0.16
2202586,320046,1226,0.31
2202589,320046,1210,0.05
2202588,320046,1211,0.15
2202578,320046,1225,0.07
2202584,320046,1215,0.08
2202590,320046,1218,0.15
2202583,320046,1214,0.31
2202594,320047,1051,88.9
2202593,320047,1004,1.92
2202592,320047,1007,0.69
2202595,320047,1002,0.51
2202598,320048,1112,1
2202597,320048,1111,0
2202596,320048,1113,0
2202599,320049,1103,4.6
2202603,320050,1090,12.2
2202605,320050,1091,107
2202606,320050,1092,169
2202604,320050,1101,0.003
2202602,320050,1089,0
2202607,320050,1093,42
2202601,320050,1098,0
2202600,320050,1087,134
2202608,320050,1095,0.48
2202609,320051,1177,0
2202610,320052,1167,0.12
2202611,320053,1103,4.6
2202612,320054,1253,8
2202615,320055,1011,0
2202616,320055,1013,5.03
2202617,320055,1014,0
2202614,320055,1075,0
2202613,320055,1012,0
2202618,320055,1010,0
2202619,320056,1165,0.057
2202620,320057,1178,0.53
2202621,320058,1166,0.13
2202622,320059,1175,0.064
2202623,320060,1105,58
2202624,320061,1100,61.5
2202635,320064,1314,0.023
2202660,320064,2015,0
2202680,320064,1257,0.06
2202637,320064,1300,0.013
2202662,320064,1305,0
2202634,320064,1265,0.524
2202626,320064,1335,0
2202652,320064,1313,0
2202639,320064,1266,0.173
2202669,320064,1301,0
2202646,320064,1404,0.007
2202664,320064,2021,0
2202641,320064,1304,0.046
2202665,320064,1411,0
2202655,320064,1406,0.002
2202667,320064,1272,0
2202675,320064,1261,0.021
2202670,320064,1312,0
2202630,320064,2009,0.015
2202642,320064,1311,0.008
2202625,320064,1262,0.054
2202661,320064,2014,0
2202648,320064,1276,0
2202651,320064,2013,0
2202674,320064,2004,0
2202629,320064,1264,0.181
2202645,320064,1321,0.001
2202676,320064,2005,0
2202650,320064,2012,0.003
2202672,320064,2003,0
2202654,320064,1414,0
2202633,320064,1333,0
2202663,320064,1334,0
2202631,320064,1281,0.003
2202666,320064,1280,0.001
2202679,320064,1258,1.12
2202657,320064,1278,0
2202668,320064,2007,0
2202656,320064,1271,0.003
2202632,320064,1299,0.021
2202636,320064,1303,0.005
2202673,320064,1260,0.032
2202677,320064,1292,0.41
2202658,320064,2006,0
2202653,320064,1405,0
2202628,320064,2008,0
2202644,320064,1306,0.01
2202638,320064,1323,0.003
2202671,320064,1259,0.042
2202640,320064,1315,0.368
2202647,320064,2019,0
2202627,320064,1263,0.057
2202643,320064,1316,0
2202659,320064,1273,0.002
2202678,320064,1293,0.01
2202649,320064,1267,0.002
2202698,320065,1218,0.15
2202684,320065,1232,0.03
2202695,320065,1227,0.18
2202692,320065,1215,0.09
2202699,320065,1219,0.19
2202685,320065,1224,0.74
2202696,320065,1211,0.15
2202694,320065,1226,0.26
2202687,320065,1221,0.09
2202682,320065,1220,0.12
2202690,320065,1213,0.32
2202683,320065,1223,0.26
2202688,320065,1228,0
2202693,320065,1217,0.16
2202691,320065,1214,0.29
2202686,320065,1225,0.07
2202697,320065,1210,0.04
2202689,320065,1212,0.16
2202681,320065,1222,0.11
2202703,320066,1002,0.51
2202700,320066,1007,0.63
2202701,320066,1004,1.91
2202702,320066,1051,89.8
2202704,320067,1113,0
2202705,320067,1111,0
2202706,320067,1112,1.1
2202707,320068,1103,3.2
2202719,320069,1119,0
2202708,320069,1108,0
2202717,320069,2028,2
2202718,320069,2029,0
2202710,320069,1120,0
2202714,320069,1121,0
2202711,320069,1159,1
2202713,320069,1160,0
2202709,320069,2032,0
2202715,320069,1107,3
2202716,320069,1122,0
2202712,320069,1161,0
2202723,320070,1129,0
2202724,320070,1127,0
2202727,320070,1130,0
2202726,320070,1126,0
2202722,320070,1125,0
2202721,320070,1128,0
2202725,320070,1131,0
2202720,320070,1109,0.03
2202733,320071,1199,1.3
2202732,320071,1195,1.2
2202730,320071,1197,10.1
2202734,320071,1180,17.4
2202728,320071,1198,0.7
2202731,320071,1196,2
2202729,320071,1194,2.8
2202737,320072,1089,0
2202740,320072,1091,101
2202738,320072,1090,12
2202735,320072,1087,124
2202736,320072,1098,0
2202739,320072,1101,0
2202743,320072,1095,0.43
2202741,320072,1092,152
2202742,320072,1093,36
2202744,320073,1177,0
2202745,320074,1167,0.1
2202746,320075,1103,3.2
2202747,320076,1253,8
2202750,320077,1011,0
2202753,320077,1010,0
2202748,320077,1012,0
2202749,320077,1075,0
2202751,320077,1013,4.81
2202752,320077,1014,0
2202754,320078,1170,0.314
2202755,320079,1165,0.053
2202756,320080,1178,0.57
2202757,320081,1166,0.172
2202758,320082,1175,0.057
2202759,320083,1105,74
2202760,320084,1100,38.6
2202810,320087,2004,0
2202790,320087,1414,0
2202807,320087,1259,0.044
2202779,320087,1316,0.054
2202814,320087,1293,0.07
2202795,320087,1273,0.002
2202764,320087,2008,0
2202811,320087,1261,0.022
2202797,320087,2014,0
2202778,320087,1311,0.009
2202766,320087,2009,0.015
2202774,320087,1323,0.003
2202813,320087,1292,0.43
2202798,320087,1305,0
2202809,320087,1260,0.034
2202765,320087,1264,0.188
2202769,320087,1333,0
2202783,320087,2019,0
2202791,320087,1406,0.002
2202763,320087,1263,0.06
2202776,320087,1315,0.385
2202803,320087,1272,0
2202780,320087,1306,0.012
2202771,320087,1314,0.024
2202777,320087,1304,0.045
2202775,320087,1266,0.201
2202786,320087,2012,0.003
2202800,320087,2021,0
2202789,320087,1405,0
2202805,320087,1301,0.001
2202794,320087,2006,0
2202768,320087,1299,0.019
2202801,320087,1411,0
2202806,320087,1312,0
2202784,320087,1276,0
2202808,320087,2003,0
2202793,320087,1278,0.001
2202781,320087,1321,0
2202767,320087,1281,0.003
2202772,320087,1303,0.005
2202787,320087,2013,0
2202816,320087,1257,0.06
2202804,320087,2007,0
2202812,320087,2005,0
2202785,320087,1267,0.002
2202799,320087,1334,0
2202815,320087,1258,1.14
2202782,320087,1404,0.009
2202796,320087,2015,0
2202761,320087,1262,0.056
2202762,320087,1335,0
2202792,320087,1271,0.003
2202773,320087,1300,0.013
2202770,320087,1265,0.504
2202788,320087,1313,0.001
2202802,320087,1280,0.002
2202820,320088,1232,0.03
2202825,320088,1212,0.16
2202821,320088,1224,0.72
2202826,320088,1213,0.31
2202819,320088,1223,0.26
2202835,320088,1219,0.19
2202834,320088,1218,0.15
2202832,320088,1211,0.14
2202823,320088,1221,0.09
2202817,320088,1222,0.1
2202822,320088,1225,0.07
2202831,320088,1227,0.18
2202827,320088,1214,0.29
2202828,320088,1215,0.08
2202824,320088,1228,0
2202833,320088,1210,0.04
2202830,320088,1226,0.29
2202829,320088,1217,0.15
2202818,320088,1220,0.12
2202839,320089,1002,0.51
2202838,320089,1051,90.7
2202837,320089,1004,1.97
2202836,320089,1007,0.67
2202841,320090,1111,0
2202842,320090,1112,0.9
2202840,320090,1113,0
2202843,320091,1103,0
2202848,320092,1101,0
2202851,320092,1093,38
2202844,320092,1087,126
2202849,320092,1091,103
2202845,320092,1098,0.006
2202852,320092,1095,0.43
2202850,320092,1092,153
2202846,320092,1089,0
2202847,320092,1090,12
2202853,320093,1177,7
2202854,320094,1167,0.09
2202855,320095,1103,0
2202856,320096,1253,8
2202859,320097,1011,0
2202862,320097,1010,0
2202858,320097,1075,0
2202857,320097,1012,0
2202860,320097,1013,4.84
2202861,320097,1014,0
2202863,320098,1165,0.053
2202864,320099,1178,0.46
2202865,320100,1166,0.151
2202866,320101,1175,0.054
2202867,320102,1105,98
2202868,320103,1100,28.7
2202885,320106,1304,0.066
2202909,320106,1411,0.001
2202877,320106,1333,0
2202899,320106,1406,0.003
2202916,320106,2003,0
2202907,320106,1334,0
2202924,320106,1257,0.08
2202890,320106,1404,0.006
2202913,320106,1301,0
2202875,320106,1281,0.002
2202891,320106,2019,0
2202906,320106,1305,0
2202887,320106,1316,0.064
2202876,320106,1299,0.016
2202910,320106,1280,0.001
2202895,320106,2013,0
2202878,320106,1265,0.464
2202870,320106,1335,0
2202888,320106,1306,0.008
2202911,320106,1272,0
2202871,320106,1263,0.052
2202905,320106,2014,0
2202901,320106,1278,0
2202883,320106,1266,0.217
2202872,320106,2008,0.001
2202894,320106,2012,0.001
2202917,320106,1260,0.031
2202914,320106,1312,0
2202882,320106,1323,0
2202912,320106,2007,0
2202921,320106,1292,0.38
2202881,320106,1300,0.009
2202897,320106,1405,0
2202884,320106,1315,0.36
2202923,320106,1258,1.06
2202869,320106,1262,0.046
2202903,320106,1273,0.001
2202902,320106,2006,0
2202919,320106,1261,0.02
2202900,320106,1271,0.003
2202874,320106,2009,0.011
2202908,320106,2021,0
2202873,320106,1264,0.16
2202879,320106,1314,0.012
2202880,320106,1303,0.004
2202896,320106,1313,0
2202886,320106,1311,0.008
2202915,320106,1259,0.042
2202898,320106,1414,0
2202893,320106,1267,0.002
2202889,320106,1321,0
2202920,320106,2005,0
2202918,320106,2004,0
2202892,320106,1276,0
2202904,320106,2015,0
2202922,320106,1293,0.08
2202930,320107,1225,0.08
2202941,320107,1210,0.05
2202928,320107,1232,0.04
2202925,320107,1222,0.13
2202936,320107,1215,0.1
2202942,320107,1218,0.19
2202926,320107,1220,0.14
2202932,320107,1228,0
2202937,320107,1217,0.19
2202931,320107,1221,0.11
2202935,320107,1214,0.31
2202938,320107,1226,0.37
2202933,320107,1212,0.2
2202929,320107,1224,0.87
2202940,320107,1211,0.18
2202934,320107,1213,0.37
2202943,320107,1219,0.24
2202927,320107,1223,0.32
2202939,320107,1227,0.22
2202945,320108,1004,1.87
2202944,320108,1007,0.88
2202947,320108,1002,0.58
2202946,320108,1051,88.2
2202950,320109,1112,1.4
2202948,320109,1113,0
2202949,320109,1111,0
2202951,320110,1103,3.7
2202954,320111,1089,0
2202959,320111,1093,46
2202952,320111,1087,133
2202953,320111,1098,0
2202958,320111,1092,178
2202956,320111,1101,0
2202955,320111,1090,13.2
2202957,320111,1091,111
2202960,320111,1095,0.44
2202961,320112,1177,0
2202962,320113,1167,0.13
2202963,320114,1103,3.7
2202964,320115,1253,8
2202970,320116,1010,0
2202967,320116,1011,0
2202968,320116,1013,5.54
2202969,320116,1014,0
2202966,320116,1075,0
2202965,320116,1012,0
2202971,320117,1170,0.378
2202972,320118,1165,0.065
2202973,320119,1178,0.57
2202974,320120,1166,0.141
2202975,320121,1175,0.064
2202976,320122,1105,81
2202977,320123,1100,22.6
2202984,320126,1281,0.003
2202997,320126,1306,0.008
2203013,320126,2015,0
2203001,320126,1276,0
2203009,320126,1271,0.003
2203030,320126,1292,0.39
2202988,320126,1314,0.028
2203007,320126,1414,0
2203008,320126,1406,0.002
2203029,320126,2005,0
2203033,320126,1257,0.07
2203011,320126,2006,0
2203018,320126,1411,0
2202986,320126,1333,0
2203020,320126,1272,0
2203006,320126,1405,0
2202989,320126,1303,0.005
2203002,320126,1267,0.002
2203015,320126,1305,0
2202979,320126,1335,0
2203012,320126,1273,0.001
2203025,320126,2003,0
2203031,320126,1293,0.06
2203019,320126,1280,0
2203023,320126,1312,0
2202990,320126,1300,0.014
2203021,320126,2007,0
2202996,320126,1316,0.043
2202983,320126,2009,0.015
2203027,320126,2004,0
2203014,320126,2014,0
2203024,320126,1259,0.044
2202992,320126,1266,0.168
2202998,320126,1321,0
2202991,320126,1323,0.003
2202999,320126,1404,0.007
2202980,320126,1263,0.058
2203003,320126,2012,0.003
2203022,320126,1301,0
2202985,320126,1299,0.019
2203000,320126,2019,0
2202993,320126,1315,0.343
2202981,320126,2008,0
2203026,320126,1260,0.033
2203004,320126,2013,0
2202978,320126,1262,0.055
